
WATCH THE HIVEMIND HERE: http://www.twitch.tv/angrydraco 

*** NOTE ***

This is a snap shot for the hour before Anarchy was restored. All names
listed may or may not be human, they are everyone who contributed inputs
for the past hour. At point of interest I took this snap to help others
identify and witness the clone bots motives.

EDIT: Typos.

*** END NOTE **

-- FULL LIST AUTOMATICALLY GENERATED FROM HIVEMIND -- 
Names listed are those ACTIVE for the past 20 minutes as of (16D 20H - Suspect Snapshot) - UTC: 21:26:09.668

CORE VERSIONING - playerData: b130 DEV | dataPacket: b120 DEV | dataCounts: b130 DEV | Analysis is now implemented as playerData.fastAnalyze<Troll|Bot>() | 

-- INPUT COUNTS ARE FROM THE PAST HOUR -- 

OF THE 1178 USERS... 1129 HAVE AT LEAST 1 INPUTS

IN	Θ60	Θ15	Θ2	LEFT	RIGHT	UP	DOWN	A	B	St	Sel	L	R	Wait	Demo	Anarch	Riot	Chat	Yes	No	σ	(σ-μ)	μT	σT	USERNAME
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	conspiracybrilliant8
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	primevam41
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	angelkillerpt
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	1	0	0	0.2	0.1	0.0	0.0	b0n3rfart
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	micraffe861
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	chansellname
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	presammon54
1	0	0	0	    	    	    	    	    	    	1.0	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	spooniechuuu
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	leylann3
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	championa168
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	cheenalink7
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	cranwell96
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	rosariofan
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	playedit30
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	bigbowlofpho
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	aircuddly92
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	maxhide
1	0	0	0	    	    	    	    	    	    	    	1.0	    	    	0	0	0	0	4	0	0	0.2	0.1	0.0	0.0	meese0225
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	finesswa36
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	1	0	0	0.2	0.1	0.0	0.0	elyst4r
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	totofire
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	finacera6
1	0	0	0	1.0	    	    	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	flameimpi
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	birdsled
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	eenfroma0
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	charmswriting0
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	magazinetw76
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	cardicon218
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	lesstaru11
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	anarchyintwich
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	blynessi6
1	0	0	0	1.0	    	    	    	    	    	    	    	    	    	0	0	0	0	19	0	0	0.2	0.1	0.0	0.0	an__actual__dog
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	porous
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	ccarc
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	aaraines12
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	maidendeck84
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	connetton39
1	0	0	0	    	1.0	    	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	george_ftw
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	polimegalo
1	0	0	0	    	1.0	    	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	ninjamotothexvi
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	thenornyour627
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	6	0	0	0.2	0.1	0.0	0.0	aracbica23
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	thenornchoose2
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	damarteg9
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	hopechick7
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	alex51197
1	0	0	0	1.0	    	    	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	truesharp
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	invaderci86
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	timvannoord
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	igneria
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	deronamz3
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	katzonite73
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	1	0	0	0.2	0.1	0.0	0.0	dark_caligma
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	ninjakat016
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	elleciti342
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	jmax55
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	geomamm2
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	ickhaege
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	charlitoed
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	1	0	0	0.2	0.1	0.0	0.0	mimilikescake
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	pupskopf7
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	cyborg_nausicaa
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	mitheric
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	agentbobsteve
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	2	0	0	0.2	0.1	0.0	0.0	ep1cnights
1	0	0	0	    	    	    	    	    	    	1.0	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	springers11
1	0	0	0	    	1.0	    	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	the_cod_dominator
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	forumphorti6
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	reeglace238
1	0	0	0	    	    	    	    	1.0	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	ducktileblock01
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	multivate99
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	humastal169
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	scarhino
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	leonalide88
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	babyzaib5
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	reedoom99
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	noxarctic
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	1	0	0	0.2	0.1	0.0	0.0	magicalgirlakasha
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	koolviking2
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	fincsdev
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	2tochument
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	superbattlemedic
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	proudthinidol60
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	nasirchamp
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	catwandwe47
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	firered78
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	1	0	0	0.2	0.1	0.0	0.0	plowpowa
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	boworkom84
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	compbelt19
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	a__________b__________z
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	scaryfuzzygenius
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	grinform
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	columnesti27
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	alleleukenamenzijnalbezet
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	pogman999
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	fortrimblewubba82
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	advicecheesavior15
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	aki_inc
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	senorpink
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	19	0	0	0.2	0.1	0.0	0.0	sir_roflcopter
1	0	0	0	    	    	    	    	    	    	1.0	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	plsnonotthere
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	hyperspicedoom1
1	0	0	0	    	    	    	0.5	    	0.5	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	bluedragonalex
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	shoesetrush47
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	newscastak0
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	surubberla61
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	santyxeorrr
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	alligemn7
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	easymicris62
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	printota8
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	bkash_4
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	raccoonchild
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	link12319
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	keith1htiek
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	pacesukas
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	avisietr5
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	1	0	0	0.2	0.1	0.0	0.0	mtdewmaster
1	0	0	0	    	1.0	    	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	velgre
1	0	0	0	    	1.0	    	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	karrowgar
1	0	0	0	0.3	    	1.3	    	0.3	    	    	    	    	    	0	0	0	0	10	0	0	0.3	0.2	0.0	0.0	treasher1000
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	fungongardi855
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	perfectjournal20
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	djsvenex
1	0	0	0	    	    	    	    	1.0	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	t0r83n
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	intelog9
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	funksewood7
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	1	0	0	0.2	0.1	0.0	0.0	arazioman
1	0	0	0	    	0.5	    	0.5	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	andreaplus
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	thenerdwizard
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	myrisymto
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	exacteany6
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	arbutions
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	chilledpopsuper7
1	0	0	0	1.0	    	    	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	theglitchking
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	javadirexa1
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	kjeldsauce
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	purplesson193
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	braceriu4
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	hopetagese1
1	0	0	0	    	1.0	    	    	    	    	    	    	    	    	0	0	0	0	1	0	0	0.2	0.1	0.0	0.0	estwaldino
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	voffsing
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	noneedfornoobs
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	cybertmlx
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	celeumin38
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	coopslist87
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	bingthwort8
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	marqual4
1	0	0	0	    	    	0.5	    	0.5	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	tadpoleronston
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	nunacorp004
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	felinewsca2
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	championchampion6
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	bedofgoatturds
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	phijkchu_404
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	candysaline774
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	yellowwedge
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	letterooka8
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	precityme269
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	2	1	0	0.2	0.1	0.0	0.0	raistep
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	americazeether
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	1	0	0	0.2	0.1	0.0	0.0	tomeiro32
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	classjayn996
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	bradleyestn19
1	0	0	0	    	    	1.0	    	    	    	    	    	    	    	0	0	0	0	7	0	0	0.2	0.1	0.0	0.0	birdjeysus
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	medegan0
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	ohitalzh08
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	mike2272
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	dikkeric983
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	tomka1
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	piethatlikespie
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	2hotracingfestive
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	anhartpuff780
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	razuckener75
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	n3rdfilmz
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	purifiedkirkgod
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	kyzumiclever
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	saiyanupdate39
1	0	0	0	    	1.0	    	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	disconightfever
1	0	0	0	1.0	    	    	    	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	talesoftaco
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	1	0	0	0	0	0	0.2	0.1	0.0	0.0	fanta223
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	1	0	0	0.2	0.1	0.0	0.0	thejuggern4t
1	0	0	0	    	    	    	    	1.0	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	sleepdenied
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	msrider8
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	commentboardin95
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	aboutheim8
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	fizzmaxismug9
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	mashipay3
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	auldshow98
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	funkherald
1	0	0	0	    	    	    	    	1.0	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	kkg123
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	xell0tath
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	indiclegm
1	0	0	0	    	    	    	1.0	    	    	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	sizzlingriffon074
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	endamps98
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	mediumindi781
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	jeansforumfestive395
1	0	0	0	    	    	    	    	    	1.0	    	    	    	    	0	0	0	0	0	0	0	0.2	0.1	0.0	0.0	zeldendorf
1	0	0	0	    	    	    	    	    	    	    	    	    	    	0	0	1	0	0	0	0	0.2	0.1	0.0	0.0	gotsparkling2
